key,source,target
D_CS_StringTable/Str_SC0101_L2_0291_Kimie,Hinako will hear you.,Hinako seni duyacak.
D_CS_StringTable/Str_SC1003_L1_0390_HinaPast,If you don't...,Yapmazsan...
D_CS_StringTable/Str_SC1102_L1_0170_Junko,"No, no.","Hayır, hayır."
D_CS_StringTable/Str_SC1005_L1_0440_Hina,"Not just for his sake,","Sadece onun hatırı için değil,"
D_CS_StringTable/Str_SC1004_L1_0200_Kimie,and he disappeared.,ve kayboldu.
D_CS_StringTable/Str_SC0805_L1_0120_Saishu,"I will scour every last trace of your name
from my memory and the world!","Adının her zerresini
hem hafızamdan hem de dünyadan kazıyacağım!"
D_CS_StringTable/Str_SC1002_L1_0310_HinaPast,"Your parents,","Ebeveynlerin,"
D_CS_StringTable/Str_SC0901_L2_0160_Junko,"Father, Mother...","Baba, Anne..."
D_CS_StringTable/Str_LQ1001_L1_0020_Hina,"The halls... the doors...
Everything's changed...","Koridorlar... kapılar...
Her şey değişmiş..."
D_CS_StringTable/Str_SC0804_L1_0030_Hina,N-no... I can't...,H-hayır... Yapamıyorum...
D_CS_StringTable/Str_SC0405_L1_0030_Hina,No...,Hayır...
D_CS_StringTable/Str_SC1603_L1_0010_Hina,Get out...of our way...,Çekilin... yolumuzdan...
D_CS_StringTable/Str_SC0105_L1_0030_Hina,STOP!,DUR!
D_CS_StringTable/Str_SC0602_L1_0030_Sakuko,I don't want to be alone!,Yalnız kalmak istemiyorum!
D_CS_StringTable/Str_SC1002_L1_0640_HinaPast,Don't stop thinking about this!,Bunu düşünmeyi bırakma!
D_CS_StringTable/Str_SC1002_L1_0500_HinaPast,"No more running away!
No more covering your ears!","Artık kaçmak yok!
Artık kulaklarını kapatmak yok!"
D_CS_StringTable/Str_SC0103_L1_0411_Rinko,AAAAAGH!,AAAAAGH!
D_CS_StringTable/Str_SC0603_L1_0101_Rinko,NOOOOOO!,HAYIIIIIR!
D_CS_StringTable/Str_LQ0105_L1_0020_Rinko,"No!
Help! Shu! Hinako!","Hayır!
İmdat! Shu! Hinako!"
D_CS_StringTable/Str_SC1603_L1_0020_Hina,GET OUT OF OUR WAAAAAYYY!,ÇEKİLİN ÖNÜMÜZDEEEEEN!
D_CS_StringTable/Str_SC1002_L1_0650_HinaPast,Don't ever let other people,Sakın diğer insanların olmasına izin verme
D_CS_StringTable/Str_SC0105_L1_0020_Hina,Stop it!,Kes şunu!
D_CS_StringTable/Str_SC0603_L1_0100_Rinko,NOOO!,HAYIRRR!
D_CS_StringTable/Str_SC1102_L2_0140_Junko,I will not stand for this childishness.,Bu çocukça davranışa tahammül etmeyeceğim.
D_CS_StringTable/Str_SC0601_L1_0110_Koto,But...,Ama...
D_CS_StringTable/Str_SC0901_L1_0290_Junko,But please--,Ama lütfen--
D_CS_StringTable/Str_SC1001_L1_0160_HinaPast,although...,rağmen...
D_CS_StringTable/Str_SC0901_L2_0270_Junko,"Today, however,","Ancak bugün,"
D_CS_StringTable/Str_SC0504_L1_0130_Rinko,"C'mon.
You like that sort of thing, don't you?","Hadi ama.
Böyle şeylerden hoşlanırsın, değil mi?"
D_CS_StringTable/Str_SC0101_L2_0260_Kimie,"But still, who would have guessed that Hinako would...","Ama yine de, Hinako'nun yapacağını kim tahmin edebilirdi ki..."
D_CS_StringTable/Str_SC0404_L1_0090_Koto,"Rest assured, you are safe now.","İçin rahat olsun, artık güvendesin."
D_CS_StringTable/Str_SC1101_L1_0040_Koto,"But you're doing well, so far.",Ama şimdiye kadar iyi gidiyorsun.
D_CS_StringTable/Str_SC1001_L1_0440_HinaPast,He is just some guy you grew up with!,O sadece beraber büyüdüğün biri!
D_CS_StringTable/Str_LQ0902_L1_0020_Hina,But I'm fine now.,Ama şimdi iyiyim.
D_CS_StringTable/Str_SC1004_L1_0260_Kimie,"But even so...
he would always apologize after he calmed down.","Ama yine de...
sakinleştikten sonra her zaman özür dilerdi."
D_CS_StringTable/Str_SC0304_L1_0210_Shuu,This fog is so thick...,Bu sis çok yoğun...
D_CS_StringTable/Str_SC1605_L1_0100_HinaFox,But... everything you're feeling right now...,Ama... şu anda hissettiğin her şey...
D_CS_StringTable/Str_LQ1602_L1_0050_Hina,We don't need your meddling!,Burnumuza sokmana gerek yok!
D_CS_StringTable/Str_SC0901_L1_0270_Junko,It doesn't matter what anyone else says;,Başkasının ne dediği önemli değil;
D_CS_StringTable/Str_SC1608_L1_0060_HinaFox,"No, it's not. This is my choice.","Hayır, değil. Bu benim seçimim."
D_CS_StringTable/Str_SC0503_L1_0050_Junko,Friends don't last forever.,Dostluklar sonsuza dek sürmez.
D_CS_StringTable/Str_SC1609_L1_0170_Fox7,"Ever since, I've wanted nothing more than
your hand and your happiness.","O zamandan beri, elini tutmaktan ve mutluluğundan
başka hiçbir şey istemedim."
D_CS_StringTable/Str_SC0601_L1_0050_Koto,by claiming the life of your old self.,eski benliğinin hayatını talep ederek.
D_CS_StringTable/Str_SC0101_L1_0110_Junko,Thanks for waiting.,Beklediğin için teşekkürler.
D_CS_StringTable/Str_SC1005_L1_0610_Hina,and I still don't forgive you.,ve seni hâlâ affedemiyorum.
D_CS_StringTable/Str_SC0601_L1_0020_Koto,and laid claim to my soul...,ve ruhuma el koydun...
D_CS_StringTable/Str_LQ1603_L1_0190_Shuu,"Wait, so the Sakuko that thing killed...
was actually an alien?!","Dur bir dakika, o şeyin öldürdüğü Sakuko...
aslında bir uzaylı mıydı?!"
D_CS_StringTable/Str_SC0301_L1_0050_Shuu,"Well,","Pekala,"
D_CS_StringTable/Str_SC0301_L1_0090_Shuu,where's Sakuko?,Sakuko nerede?
D_CS_StringTable/Str_SC1005_L1_0421_Hina,And maybe he doesn't deserve a clean slate.,Ve belki de temiz bir sayfa hak etmiyor.
D_CS_StringTable/Str_SC1005_L1_0420_Hina,I know you can't forget what he did.,"Biliyorum, onun ne yaptığını unutamazsın."
D_CS_StringTable/Str_SC1606_L1_0140_Koto,Perhaps we could become friends.,Belki arkadaş olabiliriz.
D_CS_StringTable/Str_SC1002_L1_0111_HinaPast,Then I might be reborn,O zaman yeniden doğabilirim
D_CS_StringTable/Str_SC1001_L1_0170_HinaPast,"I might not have Shimizu Hinako's
heart and mind anymore.","Artık Shimizu Hinako'nun
kalbine ve zihnine sahip olmayabilirim."
D_CS_StringTable/Str_SC1605_L1_0360_HinaFox,but both of them fill me with hope!,ama ikisi de içimi umutla dolduruyor!
D_CS_StringTable/Str_SC1608_L1_0020_HinaFox,Don't you DARE... try to interfere now!,Sakın... şimdi karışmaya kalkma!
D_CS_StringTable/Str_SC1612_L1_0110_Koto,"Once in a blue moon,","Yılda bir denk gelinecek kadar nadiren,"
D_CS_StringTable/Str_SC1614_L1_0140_HinaFox,Very specific.,Çok spesifik.
D_CS_StringTable/Str_SC1505_L1_0030_Junko,What do you mean?,Ne demek istiyorsun?
D_CS_StringTable/Str_SC1001_L1_0090_Hina,"What do you mean?
What are you talking about?","Ne demek istiyorsun?
Neden bahsediyorsun?"
D_CS_StringTable/Str_SC1006_L1_0220_Kanta,What?! What did you say?!,Ne?! Ne dedin sen?!
D_CS_StringTable/Str_SC0105_L1_0130_Hina,The store's closed for the day.,Dükkan bugün kapalı.
D_CS_StringTable/Str_LQ1603_L1_0550_Kimie,"For dinner tonight,
I'll make your favorite: Hamburg steak!","Bu akşam yemeğe,
en sevdiğin şeyi yapacağım: Hamburger köftesi!"
D_CS_StringTable/Str_SC1613_L1_0060_Koto,"He has had much to drink
for his first wedding in many moons.","Uzun zamandır ilk düğünü olduğu için
çok fazla içmiş."
D_CS_StringTable/Str_SC1005_L1_0390_Hina,Mom's only bound by marriage.,Annem sadece evlilikle bağlı.
D_CS_StringTable/Str_SC1505_L1_0050_Hina,"This whole time...
they've been pitting me against myself!","Bunca zaman...
beni kendime karşı kışkırttılar!"
D_CS_StringTable/Str_SC0503_L1_0090_Junko,Whether their worth is justified...,Değerleri haklı çıkarılabilir mi...
D_CS_StringTable/Str_SC1005_L1_0380_Hina,don't share that bond.,bu bağı paylaşmıyorlar.
D_CS_StringTable/Str_LQ1603_L1_0070_Shuu,"waiting for the chance to snatch up humans
and replace them with aliens!","insanları kapıp onları uzaylılarla
değiştirmek için fırsat bekliyorlar!"
D_CS_StringTable/Str_LQ1603_L1_0060_Shuu,"They've been eyeing Earth for a long time,","Uzun zamandır Dünya'yı gözlüyorlar,"
D_CS_StringTable/Str_SC0503_L1_0060_Junko,"They will betray you, eventually.",Sonunda sana ihanet edecekler.
D_CS_StringTable/Str_SC1004_L1_0480_Kimie,"he bowed low, right over there,
head to the floor.","tam önümde yere kapandı,
başı yere değiyordu."
D_CS_StringTable/Str_SC1613_L1_0070_Koto,He is normally so kind. ,Normalde çok naziktir.
D_CS_StringTable/Str_SC1605_L1_0340_HinaFox,"He says he wants
to build a future together with me.","Benimle birlikte bir gelecek
kurmak istediğini söylüyor."
D_CS_StringTable/Str_SC1004_L1_0130_Kimie,He wanted to open a small shop with a friend.,Bir arkadaşıyla küçük bir dükkan açmak istiyordu.
D_CS_StringTable/Str_LQ1603_L1_0410_Sakuko,"Shu ripped a page out of an adult magazine
and hid it behind his bookshelf!","Shu bir yetişkin dergisinden bir sayfa yırttı
ve kitaplığının arkasına sakladı!"
D_CS_StringTable/Str_SC1005_L1_0490_Kanta,He is... an upstanding young man.,O... örnek bir genç adam.
D_CS_StringTable/Str_SC1004_L1_0520_Kimie,he knew that against me he never had a chance.,bana karşı asla şansı olmadığını biliyordu.
D_CS_StringTable/Str_SC1004_L1_0140_Hina,He did?,Gerçekten mi?
D_CS_StringTable/Str_SC1001_L1_0430_HinaPast,He doesn't even see you as a woman!,Seni bir kadın olarak bile görmüyor!
D_CS_StringTable/Str_SC1004_L1_0280_Kimie,he was reluctant to come off as a weak father. ,zayıf bir baba gibi görünmekten çekiniyordu.
D_CS_StringTable/Str_SC1001_L1_0420_HinaPast,"as his pal to play Space Wars with, right?","Uzay Savaşları oynamak için bir arkadaşı olarak, değil mi?"
D_CS_StringTable/Str_SC1004_L1_0370_Kimie,We...,Biz...
D_CS_StringTable/Str_SC1004_L1_0120_Kimie,but your father had a long-time dream...,ama babanın uzun zamandır bir hayali vardı...
D_CS_StringTable/Str_SC1002_L1_0610_HinaPast,even dad used to laugh and smile before.,eskiden babam bile güler ve gülümserdi.
D_CS_StringTable/Str_SC1002_L1_0350_HinaPast,and the lonely winter that's bound to come.,ve gelmesi kaçınılmaz olan yalnız kış.
D_CS_StringTable/Str_SC0101_L2_0280_Kanta,We won't have to worry about money ever again!,Artık bir daha para için endişelenmemize gerek kalmayacak!
D_CS_StringTable/Str_SC0504_L1_0111_Shuu,Get some rest.,Biraz dinlen.
D_CS_StringTable/Str_SC1003_L1_0220_HinaPast,But I... I can't shake this fear,Ama ben... Bu korkuyu atamıyorum üzerimden.
D_CS_StringTable/Str_SC1004_L1_0300_Hina,"But still,
that's no excuse for the pain he caused.","Ama yine de,
bu, verdiği acı için bir bahane değil."
D_CS_StringTable/Str_SC1004_L1_0080_Kimie,But really he's just shy and acting strong,Aslında o sadece utangaç ve güçlü davranıyor
D_CS_StringTable/Str_SC0103_L1_0110_Shuu,"But whatever you end up choosing,","Ama sonunda ne seçersen seç,"
D_CS_StringTable/Str_SC1505_L1_0120_Hina,"But... if you truly want nothing more than
for me to be happy...","Ama... eğer gerçekten tek istediğiniz
benim mutlu olmam ise..."
D_CS_StringTable/Str_SC0901_L2_0300_Junko,"If you calmly accept your demise,","Eğer kendi ölümünü sükunetle kabul edersen,"
D_CS_StringTable/Str_LQ1602_L1_0020_Hina,"but no matter what we choose in the end,
we will face it.","ama sonunda ne seçersek seçelim,
onunla yüzleşeceğiz."
D_CS_StringTable/Str_SC1609_L1_0200_Fox7,"But if, by honoring your traditions,
I risk losing you...","Ama, geleneklerinize saygı göstererek,
seni kaybetme riskini alırsam..."
D_CS_StringTable/Str_SC1001_L1_0300_HinaPast,But all you do is run away!,Ama yaptığın tek şey kaçmak!
D_CS_StringTable/Str_SC0601_L2_0100_Koto,But you were strong.,Ama güçlüydün.
D_CS_StringTable/Str_SC1002_L1_0540_Hina,but can you even do it?!,ama bunu yapabilir misin ki?!
D_CS_StringTable/Str_SC1005_L1_0391_Hina,"Yet she still listened to him.
She even had the courage to forgive him.","Yine de onu dinledi.
Hatta onu affedecek cesareti bile vardı."
D_CS_StringTable/Str_SC1005_L1_0050_Kanta,But please... at least let me apologize.,Ama lütfen... en azından özür dilememe izin ver.
D_CS_StringTable/Str_SC1614_L1_0131_Hina,"Not sure what yet, though.",Henüz ne olduğundan emin değilim.
D_CS_StringTable/Str_LQ1603_L1_0490_Rinko,But we did find an enemy to all women.,Ama tüm kadınların bir düşmanını bulduk.
D_CS_StringTable/Str_SC1005_L1_0220_Hina,Because...,Çünkü...
D_CS_StringTable/Str_SC0901_L1_0250_Junko,This will be the last time I repeat myself.,Kendimi tekrar ettiğim son sefer olacak bu.
D_CS_StringTable/Str_SC1605_L1_0500_Shuu,But I couldn't do it!,Ama yapamadım!
D_CS_StringTable/Str_SC1102_L1_0030_Junko,"but I wish to speak with Hinako
for just a moment.","ama sadece bir anlığına Hinako ile konuşmak istiyorum.
"
D_CS_StringTable/Str_SC1611_L1_0080_Hina,"It took me way too long
to find that courage, though...","O cesareti bulmam
çok uzun sürdü..."
D_CS_StringTable/Str_SC0504_L1_0150_Rinko,But…,Ama…
D_CS_StringTable/Str_SC1004_L1_0530_Kimie,"But Hinako,","Ama Hinako,"
D_CS_StringTable/Str_SC1605_L1_0260_HinaFox,We can't. Don't you see that?,Yapamayız. Görmüyor musun?
D_CS_StringTable/Str_SC1102_L1_0130_Junko,"But...
if it happens to remain alive even after today...","Ama...
eğer bugün bile hayatta kalmayı başarırsa..."
D_CS_StringTable/Str_SC1005_L1_0190_Hina,"Even so...
I think it's important for us to hear him out.","Yine de...
Onu dinlememiz gerektiğini düşünüyorum. Bence önemli."
D_CS_StringTable/Str_SC0303_L1_0310_Rinko,But... we're trapped here. ,Ama... burada kapana kısıldık.
D_CS_StringTable/Str_SC1003_L1_0160_HinaPast,but it's like ,ama sanki
D_CS_StringTable/Str_SC0404_L1_0110_Koto,But we can ward them off.,Ama onları savuşturabiliriz.
D_CS_StringTable/Str_SC1004_L1_0270_Kimie,"And yet,","Yine de,"
D_CS_StringTable/Str_SC1004_L1_0180_Kimie,But one day... Something must have happened.,Ama bir gün... Bir şeyler olmuş olmalı.
D_CS_StringTable/Str_SC1605_L1_0330_HinaFox,but Kotoyuki.,ama Kotoyuki.
D_CS_StringTable/Str_SC1004_L1_0360_Kimie,"but when you're not around,
he's a whole different man.","ama sen yokken,
tamamen farklı bir adam oluyor."
D_CS_StringTable/Str_SC1504_L1_0080_Junko,But you can do this. You can overcome this.,Ama bunu yapabilirsin. Bunun üstesinden gelebilirsin.
D_CS_StringTable/Str_LQ0903_L1_0020_Hina,I appreciate the sentiment...,Duyguyu takdir ediyorum...
D_CS_StringTable/Str_SC1001_L1_0250_HinaPast,But I didn't! Any idea why?!,Ama yapmadım! Neden olduğunu tahmin et?!
D_CS_StringTable/Str_SC0806_L1_0030_Hina,But I'm very happy...,Ama çok mutluyum...
D_CS_StringTable/Str_SC1005_L1_0300_Hina,"But still! Like it or not, he's family!","Ama yine de! İster beğen, ister beğenme, o aileden!"
D_CS_StringTable/Str_SC1005_L1_0422_Hina,But please...,Ama lütfen...
D_CS_StringTable/Str_SC1002_L1_0620_HinaPast,"But... running, succumbing to fear,
it's not a decision!","Ama... kaçmak, korkuya yenik düşmek,
bu bir karar değil!"
D_CS_StringTable/Str_SC1002_L1_0410_HinaPast,But the scariest part? What if winter-,Ama en korkunç kısmı? Ya kış-
D_CS_StringTable/Str_LQ1601_L1_0050_Hina,he might someday become like my father!,bir gün babam gibi olabilir!
D_CS_StringTable/Str_SC1605_L1_0550_Shuu,"But... they can be extremely dangerous, too.",Ama... aynı zamanda son derece tehlikeli de olabilirler.
D_CS_StringTable/Str_SC1202_L2_0080_Hina,"But I...
I'm not just a pet to coddle and keep happy.","Ama ben...
Sadece şımartılıp mutlu edilmesi gereken bir evcil hayvan değilim."
D_CS_StringTable/Str_SC1605_L1_0290_Shuu,But why do you trust this nobody...?,Ama neden bu hiç kimseye güveniyorsun...?
D_CS_StringTable/Str_SC1005_L1_0620_Hina,But at least I finally...,Ama en azından sonunda...
D_CS_StringTable/Str_SC1003_L1_0080_HinaPast,but is that really it?,Ama gerçekten bu mu?
D_CS_StringTable/Str_SC0505_L1_0100_Shuu,but we can avoid town.,ama şehirden kaçınabiliriz.
D_CS_StringTable/Str_SC1005_L1_0530_Kanta,"But no...
how I feel about any of it is beside the point.","Ama hayır...
Bunun hakkında ne hissettiğim önemli değil."
D_CS_StringTable/Str_SC1502_L1_0130_Junko,Stop that right now!,Hemen şimdi dur!
D_CS_StringTable/Str_SC1612_L1_0070_HinaFox,You puny and insignificant wretch.,Sefil ve önemsiz yaratık seni.
D_CS_StringTable/Str_SC1610_L1_0081_Shuu,"you're one of us, then--our comrade in arms!",o zaman bizdensin--silah arkadaşımızsın!
D_CS_StringTable/Str_SC1102_L1_0040_Junko,May I?,Müsaadenizle?
D_CS_StringTable/Str_SC1005_L1_0010_HinaPast,You seriously think that gets you off the hook?,Cidden bununla paçayı kurtaracağını mı sanıyorsun?
D_CS_StringTable/Str_SC0303_L1_0080_Rinko,You came for me!,Beni almaya geldin!
D_CS_StringTable/Str_SC0301_L1_0230_Hina,How do we know if she's all right?,Onun iyi olup olmadığını nereden bileceğiz?
D_CS_StringTable/Str_SC1006_L2_0341_Hina,"Who are you?
Who the hell... what the hell are you?","Sen kimsin?
Kimsin sen... nesin sen böyle?"
D_CS_StringTable/Str_SC0103_L1_0170_Rinko,What were you guys talking about?,Siz çocuklar ne hakkında konuşuyordunuz?
D_CS_StringTable/Str_SC0502_L1_0121_Hina,You two stay here and rest.,Siz ikiniz burada kalın ve dinlenin.
D_CS_StringTable/Str_SC1609_L1_0150_Hina,Just what the hell are you?!,Sen de kimin nesi oluyorsun?!
D_CS_StringTable/Str_SC1609_L1_0020_Hina,"Tell me, who the hell are you?","Söyle bana, sen de kimin nesisin?"
D_CS_StringTable/Str_SC1201_L2_0020_Hina,"How much more do you have to torture me
before you're happy?!","Daha ne kadar işkence etmen gerekiyor ki
mutlu olasın?!"
D_CS_StringTable/Str_SC1005_L1_0071_HinaPast,"You're just apologizing
because you want to feel better about yourself!","Sadece kendin hakkında
daha iyi hissetmek için özür diliyorsun!"
D_CS_StringTable/Str_SC1612_L1_0160_HinaFox,What are you...?,Sen nesin...?
D_CS_StringTable/Str_SC1005_L1_0070_HinaPast,Huh!?,Ha?!
D_CS_StringTable/Str_SC1201_L2_0010_Hina,"Just stop, please!","Lütfen dur, lütfen!"
D_CS_StringTable/Str_SC1610_L1_0020_Hina,"In spite of everything,","Her şeye rağmen,"
D_CS_StringTable/Str_SC1609_L1_0050_Koto,How have you entered these sacred grounds?!,Bu kutsal topraklara nasıl girdin?!
D_CS_StringTable/Str_SC1605_L1_0530_HinaFox,What about them?,Onlar hakkında ne var?
D_CS_StringTable/Str_SC0103_L1_0080_Hina,"If you don't have anything,
neither do I.","Eğer senin bir şeyin yoksa,
benim de yok."
D_CS_StringTable/Str_SC1605_L1_0560_HinaFox,Why would you give me something like that...?,Neden bana böyle bir şey verdin ki...?
D_CS_StringTable/Str_SC1605_L1_0640_HinaFox,He is my partner!,O benim ortağım!
D_CS_StringTable/Str_SC1605_L1_0660_HinaFox,You're trying to ruin today.,Bugünü mahvetmeye çalışıyorsun.
D_CS_StringTable/Str_SC1605_L1_0320_HinaFox,"You always say you want things
to stay as they are...","Her şeyin olduğu gibi
kalmasını istediğini söylüyorsun hep..."
D_CS_StringTable/Str_SC0302_L1_0030_Hina,Everything that's happening to us...,Başımıza gelen her şey...
D_CS_StringTable/Str_SC0303_L1_0240_Rinko,Out of town?,Şehrin dışına mı?
D_CS_StringTable/Str_SC1612_L1_0150_Koto,"to go and seek out that extraordinary girl
and make her his wife.","gidip o olağanüstü kızı bulmak
ve onu eş olarak almak."
D_CS_StringTable/Str_SC1001_L1_0290_HinaPast, a fight to the death as equals!,eşitler arasında ölümüne bir dövüş!
D_CS_StringTable/Str_SC1002_L1_0651_HinaPast,decide what happiness is for you!,senin için mutluluğun ne olduğuna karar ver!
D_CS_StringTable/Str_SC0405_L1_0010_Koto,"Now, you as well.","Şimdi, sen de."
D_CS_StringTable/Str_SC1613_L1_0030_Koto,Over there! Hurry!,Şurada! Acele edin!
D_CS_StringTable/Str_SC0601_L1_0130_Koto,"Now, onward we go.","Şimdi, ileriye doğru gidiyoruz."
D_CS_StringTable/Str_SC0804_L1_0140_Koto,So. Let's go.,Peki. Hadi gidelim.
D_CS_StringTable/Str_SC1103_L1_0020_Koto,"Now, you as well.","Şimdi, sen de."
D_CS_StringTable/Str_SC0103_L1_0030_Hina,Shu...,Şşş...
D_CS_StringTable/Str_SC0103_L1_0130_Hina,Shu...,Şşş...
D_CS_StringTable/Str_SC1605_L1_0231_HinaFox,Shu...,Şşş...
D_CS_StringTable/Str_SC1605_L1_0310_HinaFox,Shu...,Şşş...
